Title_Abstract	Status
"Title: Controlled delivery of antisense oligonucleotides: a brief review of current strategies. Abstract: Antisense therapy has been investigated extensively over the past two decades, either experimentally for gene functional research or clinically as therapeutic agents owing to the conceptual simplicity, ease of design and low cost. The concept of this therapeutic approach is promising because short antisense oligonucleotides (ASOs) can be delivered into target cells for specific hybridisation with target mRNA, resulting in the inhibition of the expression of pathogenic genes. However, the efficient delivery of the ASO molecules into target cells remains challenging; this bottleneck together with several other technical hurdles need to be overcome before this approach becomes effective and widely adopted. A variety of vectors such as lipids, polymers, peptides and nanoparticles have been explored. This review outlines the recent advances of the non-viral ASO delivery strategies. Several recent scientific studies, including authors' contributions, have been selected to highlight the technical aspects of ASO delivery."	0
"Title: High levels of microRNA-21 in the stroma of colorectal cancers predict short disease-free survival in stage II colon cancer patients. Abstract: Approximately 25% of all patients with stage II colorectal cancer will experience recurrent disease and subsequently die within 5 years. MicroRNA-21 (miR-21) is upregulated in several cancer types and has been associated with survival in colon cancer. In the present study we developed a robust in situ hybridization assay using high-affinity Locked Nucleic Acid (LNA) probes that specifically detect miR-21 in formalin-fixed paraffin embedded (FFPE) tissue samples. The expression of miR-21 was analyzed by in situ hybridization on 130 stage II colon and 67 stage II rectal cancer specimens. The miR-21 signal was revealed as a blue chromogenic reaction, predominantly observed in fibroblast-like cells located in the stromal compartment of the tumors. The expression levels were measured using image analysis. The miR-21 signal was determined as the total blue area (TB), or the area fraction relative to the nuclear density (TBR) obtained using a red nuclear stain. High TBR (and TB) estimates of miR-21 expression correlated significantly with shorter disease-free survival (p = 0.004, HR = 1.28, 95% CI: 1.06-1.55) in the stage II colon cancer patient group, whereas no significant correlation with disease-free survival was observed in the stage II rectal cancer group. In multivariate analysis both TB and TBR estimates were independent of other clinical parameters (age, gender, total leukocyte count, K-RAS mutational status and MSI). We conclude that miR-21 is primarily a stromal microRNA, which when measured by image analysis identifies a subgroup of stage II colon cancer patients with short disease-free survival."	0
"Title: Epstein-Barr Virus_Encoded LMP1 upregulates microRNA-21 to promote the resistance of nasopharyngeal carcinoma cells to cisplatin-induced Apoptosis by suppressing PDCD4 and Fas-L. Abstract: Approximately 30% of patients with Epstein-Barr virus (EBV)-positive advanced nasopharyngeal carcinoma (NPC) display chemoresistance to cisplatin-based regimens, but the underlying mechanisms are unclear. The Epstein-Barr virus (EBV)-encoded latent membrane protein 1 (LMP1), a functional homologue of the tumor necrosis factor receptor family, contributes substantially to the oncogenic potential of EBV through the activation of multiple signaling pathways, and it is closely associated with a poorer prognosis for NPC. Recent studies show that EBV infection can induce the expression of many cellular miRNAs, including microRNA-21, a biomarker for chemoresistance. However, neither a link between LMP1 expression and miR-21 upregulation nor their cross talk in affecting chemoresistance to cisplatin have been reported. Here, we observed that stable LMP1-transformed NPC cells were less sensitive to cisplatin treatment based on their proliferation, colony formation, the IC50 value of cisplatin and the apoptosis index. Higher levels of miR-21 were found in EBV-carrying and LMP1-positive cell lines, suggesting that LMP1 may be linked to miR-21 upregulation. These data were confirmed by our results that exogenous LMP1 increased miR-21 in both transiently and stably LMP1-transfected cells, and the knock down of miR-21 substantially reversed the resistance of the NPC cells to cisplatin treatment. Moreover, the proapoptotic factors programmed cell death 4 (PDCD4) and Fas ligand (Fas-L), which were negatively regulated by miR-21, were found to play an important role in the program of LMP1-dependent cisplatin resistance. Finally, we demonstrated that LMP1 induced miR-21 expression primarily by modulating the PI3K/AKT/FOXO3a signaling pathway. Taken together, we revealed for the first time that viral LMP1 triggers the PI3K/Akt/FOXO3a pathway to induce human miR-21 expression, which subsequently decreases the expression of PDCD4 and Fas-L, and results in chemoresistance in NPC cells."	0
"Title: The human Ago2 MC region does not contain an eIF4E-like mRNA cap binding motif. Abstract: Argonaute (Ago) proteins interact with small regulatory RNAs to mediate gene regulatory pathways. A recent report by Kiriakidou et al. 1 describes an MC sequence region identified in Ago2 that displays similarity to the cap-binding motif in translation initiation factor 4E (eIF4E). In a cap-bound eIF4E structure, two important aromatic residues of the motif stack on either side of a 7-methylguanosine 5'-triphosphate (m7Gppp) base. The corresponding Ago2 aromatic residues (F450 and F505) were hypothesized to perform the same cap-binding function. However, the detected similarity between the MC sequence and the eIF4E cap-binding motif was questionable. Results: A number of sequence-based and structure-based bioinformatics methods reveal the reported similarity between the Ago2 MC sequence region and the eIF4E cap-binding motif to be spurious. Alternatively, the MC sequence region is confidently assigned to the N-terminus of the Ago piwi module, within the mid domain of experimentally determined prokaryotic Ago structures. Confident mapping of the Ago2 MC sequence region to the piwi mid domain results in a homology-based structure model that positions the identified aromatic residues over 20 A apart, with one of the aromatic side chains (F450) contributing instead to the hydrophobic core of the domain. Conclusion: Correct functional prediction based on weak sequence similarity requires substantial evolutionary and structural support. The evolutionary context of the Ago mid domain suggested by multiple sequence alignment is limited to a conserved hydrophobicity profile required for the fold and a motif following the MC region that binds guide RNA. Mapping of the MC sequence to the mid domain structure reveals Ago2 aromatics that are incompatible with eIF4E-like mRNA cap-binding, yet display some limited local structure similarities that cause the chance sequence match to eIF4E."	0
"Title: Human Argonaute2 mediates RNA cleavage targeted by miRNAs and siRNAs. Abstract: Argonaute proteins associate with small RNAs that guide mRNA degradation, translational repression, or a combination of both. The human Argonaute family has eight members, four of which (Ago1 through Ago4) are closely related and coexpressed in many cell types. To understand the biological function of the different Ago proteins, we set out to determine if Ago1 through Ago4 are associated with miRNAs as well as RISC activity in human cell lines. Our results suggest that miRNAs are incorporated indiscriminately of their sequence into Ago1 through Ago4 containing microRNPs (miRNPs). Purification of the FLAG/HA-epitope-tagged Ago containing complexes from different human cell lines revealed that endonuclease activity is exclusively associated with Ago2. Exogenously introduced siRNAs also associate with Ago2 for guiding target RNA cleavage. The specific role of Ago2 in guiding target RNA cleavage was confirmed independently by siRNA-based depletion of individual Ago members in combination with a sensitive positive-readout reporter assay."	0
"Title: Aromatase inhibitor treatment of breast cancer cells increases the expression of let-7f, a microRNA targeting CYP19A1. Abstract: Aromatase inhibitors (AIs) are considered the gold standard of endocrine therapy for oestrogen receptor-positive postmenopausal breast cancer patients. AI treatment was reported to result in marked alterations of genetic profiles in cancer tissues but its detailed molecular mechanisms have not been elucidated. Therefore, we profiled miRNA expression before and after treatment with letrozole in MCF-7 co-cultured with primary breast cancer stromal cells. Letrozole significantly altered the expression profiles of cancer miRNAs in vitro. Among the elevated miRNAs following letrozole treatment, computational analysis identified let-7f, a tumour-suppressor miRNA which targeted the aromatase gene (CYP19A1) expression. Quantitative real-time PCR assay using MCF-7 and SK-BR-3 cells as well as clinical specimens of a neoadjuvant study demonstrated a significant inverse correlation between aromatase mRNA and let-7f expression. In addition, high let-7f expression was significantly correlated with low aromatase protein levels evaluated by both immunohistochemistry and the western blotting method in breast cancer cases. Results of 3'UTR luciferase assay also demonstrated the actual let-7f binding sites in CYP19A1, indicating that let-7f directly targets the aromatase gene. Subsequent WST-8 and migration assays performed in let-7f-transfected MCF-7 and SK-BR-3 cells revealed a significant decrement of their proliferation and migration. These findings all demonstrated that let-7f, a tumour suppressor miRNA in breast cancer, directly targeted the aromatase gene and was restored by AI treatment. Therefore, AIs may exert tumour-suppressing effects upon breast cancer cells by suppressing aromatase gene expression via restoration of let-7f."	0
"Title: Arsenic trioxide inhibits cell growth and motility via up-regulation of let-7a in breast cancer cells. Abstract: Arsenic trioxide (ATO) has been reported to exert its anti-cancer activities in human cancers. However, the molecular mechanism of ATO-triggered anti-tumor activity has not been fully elucidated. Recently, multiple studies demonstrated that ATO could regulate miRNAs in human cancers. Therefore, in this study, we investigated whether ATO regulated let-7a in breast cancer cells. We found that ATO upregulated let-7a level in breast cancer cells. We also found that up-regulation of let-7a inhibited cell growth and induced apoptosis and retarded cell migration and invasion. We also observed that up-regulation of let-7a enhanced cell growth inhibition and invasion suppression induced by ATO treatment. Our findings suggest that ATO suppressed cell growth, stimulated apoptosis, and retarded cell invasion partly via upregulation of let-7a in breast cancer cells. Our study provides a new anti-tumor mechanism of ATO treatment in breast cancer."	0
"Title: Tumor angiogenesis: molecular pathways and therapeutic targets. Abstract: As angiogenesis is essential for tumor growth and metastasis, controlling tumor-associated angiogenesis is a promising tactic in limiting cancer progression. The tumor microenvironment comprises numerous signaling molecules and pathways that influence the angiogenic response. Understanding how these components functionally interact as angiogenic stimuli or as repressors and how mechanisms of resistance arise is required for the identification of new therapeutic strategies. Achieving a durable and efficient antiangiogenic response will require approaches to simultaneously or sequentially target multiple aspects of the tumor microenvironment."	0
"Title: Novel miRNA markers for the diagnosis and prognosis of endometrial cancer. Abstract: As endometrial cancer (EC) is a major threat to female health worldwide, the ability to provide an accurate diagnosis and prognosis of EC is promising to improve its treatment guidance. Since the discovery of miRNAs, it has been realized that miRNAs are associated with every cell function, including malignant transformation and metastasis. This study aimed to explore diagnostic and prognostic miRNA markers of EC. In this study, differential analysis and machine learning were performed, followed by correlation analysis of miRNA-mRNA based on the miRNA and mRNA expression data. Nine miRNAs were identified as diagnostic markers, and a diagnostic classifier was established to distinguish between EC and normal endometrium tissue with overall correct rates >95%. Five specific prognostic miRNA markers were selected to construct a prognostic model, which was confirmed more effective in identifying EC patients at high risk of mortality compared with the FIGO staging system. This study demonstrates that the expression patterns of miRNAs may hold promise for becoming diagnostic and prognostic biomarkers and novel therapeutic targets for EC."	0
"Title: The Potential for microRNA Therapeutics and Clinical Research. Abstract: As FDA-approved small RNA drugs start to enter clinical medicine, ongoing studies for the microRNA (miRNA) class of small RNAs expand its preclinical and clinical research applications. A growing number of reports suggest a significant utility of miRNAs as biomarkers for pathogenic conditions, modulators of drug resistance, and/or as drugs for medical intervention in almost all human health conditions. The pleiotropic nature of this class of nonprotein-coding RNAs makes them particularly attractive drug targets for diseases with a multifactorial origin and no current effective treatments. As candidate miRNAs begin to proceed toward initiation and completion of potential phase 3 and 4 trials in the future, the landscape of both diagnostic and interventional medicine will arguably continue to evolve. In this mini-review, we discuss miRNA drug discovery development and their current status in clinical trials."	0
"Title: Diagnostic significance of miR-106a in gastric cancer. Abstract: As one of the most common malignant tumors, gastric cancer still lacks tumor markers with enough specificity and sensitivity. Therefore the development of novel tumor markers is necessary for early diagnosis in clinics. MicroRNA (miR) has been known to be of unique expressional patterns in various tumors and may work as potential tumor markers for clinical use. This study thus explored the significance of plasma miR-106a in clinical diagnosis of gastric cancer and its effects on proliferation of cancer cells. Plasma miR-106a levels were quantified by real-time quantitative fluorescent PCR methods in 80 cases of gastric cancer patients and healthy individuals to analyze the correlation between miR-106a and clinical features. MiR-106 inhibitor was further transfected into human gastric carcinoma cells for further cell proliferation using CCK-8 approach. MiR-106a was significantly up-regulated in gastric cancer patient plasma samples compared to healthy individuals (P<0.01). The area under ROC curve was 0.895 (95% CI: 0.846~0.943). It has a specificity of 93.8% and a sensitivity of 77.5% in diagnosing gastric cancer. MiR-106a level was also correlated with cancer differentiation stage, lymph node metastasis, TNM stage and tumor size (P<0.05). The down-regulation of miR-106 in gastric carcinoma cells inhibited cell proliferation (P<0.05). MiR-106a was significantly up-regulated in gastric cancer patients and can facilitate the in vitro proliferation of tumor cells. It may work as a biological marker for gastric cancer."	0
"Title: The circular RNA circ-ITCH suppresses ovarian carcinoma progression through targeting miR-145/RASA1 signaling. Abstract: As the leading cause of death for gynecological cancers, ovarian cancer (OC) ranks fifth overall for cancer-related death among women. Emerging evidence has indicated that circular RNA (circRNA), recognized as functional non-coding transcripts in eukaryotic cells, may be involved in many physiological or pathological processes. It was reported that circ-ITCH is downregulated in multi cancers and serves as a powerful tumor suppressor among through a competing endogenous RNA (ceRNA) pathway. However, the existence and the role of circ-ITCH in OC was not reported. Here, we found a broad down-regulation of circ-ITCH in OC tissues and cells, which correlates with a worse prognosis in OC patients. Functional studies suggest that circ-ITCH overexpression inhibits the cell viability and motility by CCK8, cell cycle, wound healing assay and invasion assay. It also inhibits the tumorigenesis ability in xenograft NOD mice in vivo. Mechanically, we demonstrated that circ-TCH acts as a ceRNA to sponge miR-145, increases the level of RASA1, and inhibits the malignant progression of OC cells via the circ-ITCH-miR-145-RASA1 axis in vitro and in vivo. Taken together, our findings provide a novel tumor suppressive role regarding circ-ITCH function in the malignant progression of OC."	0
"Title: Switching from repression to activation: microRNAs can up-regulate translation. Abstract: AU-rich elements (AREs) and microRNA target sites are conserved sequences in messenger RNA (mRNA) 3' untranslated regions (3'UTRs) that control gene expression posttranscriptionally. Upon cell cycle arrest, the ARE in tumor necrosis factor-alpha (TNFalpha) mRNA is transformed into a translation activation signal, recruiting Argonaute (AGO) and fragile X mental retardation-related protein 1 (FXR1), factors associated with micro-ribonucleoproteins (microRNPs). We show that human microRNA miR369-3 directs association of these proteins with the AREs to activate translation. Furthermore, we document that two well-studied microRNAs-Let-7 and the synthetic microRNA miRcxcr4-likewise induce translation up-regulation of target mRNAs on cell cycle arrest, yet they repress translation in proliferating cells. Thus, activation is a common function of microRNPs on cell cycle arrest. We propose that translation regulation by microRNPs oscillates between repression and activation during the cell cycle."	0
"Title: Involvement of microRNA in AU-rich element-mediated mRNA instability. Abstract: AU-rich elements (AREs) in the 3' untranslated region (UTR) of unstable mRNAs dictate their degradation. An RNAi-based screen performed in Drosophila S2 cells has revealed that Dicer1, Argonaute1 (Ago1) and Ago2, components involved in microRNA (miRNA) processing and function, are required for the rapid decay of mRNA containing AREs of tumor necrosis factor-alpha. The requirement for Dicer in the instability of ARE-containing mRNA (ARE-RNA) was confirmed in HeLa cells. We further observed that miR16, a human miRNA containing an UAAAUAUU sequence that is complementary to the ARE sequence, is required for ARE-RNA turnover. The role of miR16 in ARE-RNA decay is sequence-specific and requires the ARE binding protein tristetraprolin (TTP). TTP does not directly bind to miR16 but interacts through association with Ago/eiF2C family members to complex with miR16 and assists in the targeting of ARE. miRNA targeting of ARE, therefore, appears to be an essential step in ARE-mediated mRNA degradation."	0
Title: MiR-494 Inhibits Epithelial Ovarian Cancer Growth by Targeting c-Myc. Abstract: BACKGROUND Epithelial ovarian cancer (EOC) is the most lethal malignant gynecological cancer. MicroRNAs (miRNAs) play important roles in the pathogenesis of ovarian cancer. The role of miR-494 in EOC has not been fully investigated. MATERIAL AND METHODS MiR-494 levels in ovarian cancer tissues and cells were tested by qRT-PCR. Cells were transfected with miR-494 mimics or miR-494 ASO by Lipofectamine. Bioinformatics algorithms from TargetScanHuman were used to predict the target genes of miR-494. The c-Myc protein level was assayed by Western blot. The interaction between miR-494 and c-Myc was confirmed by dual luciferase assays. RESULTS MiR-494 showed low levels in EOC tissues and cells. Overexpression of miR-494 inhibited cell growth and migration of EOC cells and vice versa. c-Myc is the targeted gene of miR-494. CONCLUSIONS MiR-494 has an anti-tumor role in EOC via c-Myc.	0
"Title: Suppression of miR-21 Expression Inhibits Cell Proliferation and Migration of Liver Cancer Cells by Targeting Phosphatase and Tensin Homolog (PTEN). Abstract: BACKGROUND Liver cancer is considered one of the main causes of cancer related deaths across the globe. Moreover, the incidence of liver cancer in developed countries is likely to increase in future. The increase in the incidence of liver cancer, the limited availability of standard treatments, and the side effects of the existing drugs demands exploration and identification of new targets and treatment strategies for liver cancer. In this context, the present study investigated the potential of miR-21 as the therapeutic target for the management of liver cancer. MATERIAL AND METHODS Total RNA was extracted by RNA isolation kit (RNeasy) as per the manufacturer's instructions. The cDNA synthesis was carried out with the help of RevertAid cDNA synthesis kit (Fermentas). Expression analysis was performed by quantitative RT-PCR. Cell proliferation was examined by CellTiter 96 aqueous one cell proliferation assay kit (Promega) as per manufacturer's guidelines. Apoptosis was detected by DAPI and Annexin V/PI staining. Cell migration was assessed by wound healing assay. MicroRNA-383 target was delimited by TargetScan software. Protein expression analysis was evaluated by western blotting. RESULTS Our results revealed that miR-21 was significantly upregulated in liver cancer cells. However, downregulation of miR-21 inhibited cancer cell proliferation, promoted apoptosis, inhibited cell migration, and triggered cell cycle arrest in KYN-2 liver cancer cells. Additionally, in silico analysis revealed PTEN to be the downstream target of miR-21, which was further confirmed by expression analysis through western blotting. CONCLUSIONS Our results reveal that miR-21 might prove to be an important target for the management of liver cancer."	0
"Title: Tissue miR-193b as a Novel Biomarker for Patients with Ovarian Cancer. Abstract: BACKGROUND MiRNAs play important roles in regulating many fundamental biological processes. Deregulation of miRNAs is involved in the initiation and progression of cancer. MiR-193b is regarded as tumor suppressor in many types of cancers. However, the role of miR-193b in ovarian cancer is poorly understood. MATERIAL AND METHODS The expression level of miR-193b in ovarian cancer cell lines and ovarian cancer samples was evaluated using quantitative real-time reverse transcription-PCR (qRT-PCR). The ovarian cancer patients were categorized into a high miR-193b expression group and a low miR-193b expression group according to the median miR-193b expression level. The correlation between tissue miR-193b expression and the patients' clinicopathological factors, as well as survival, was also analyzed. RESULTS The results showed that the miR-193b expression was significantly down-regulated in ovarian cancer cell lines and tumor tissues compared with normal controls. In addition, tissue miR-193b expression was positively correlated with FIGO stage (P=0.001), histological grade (P=0.032), ascites (P=0.019), lymph node metastasis (P=0.003), and tumor size (P=0.041). Among 116 patients with ovarian cancer examined, the 5-year overall survival (OS) rates were 62.5% and 22.01% in patients with high and low miR-193b expression, respectively (P=0.003). Multivariate analysis showed that tissue miR-193b is an independent prognostic factor in patients with ovarian cancer (HR=4.219; P=0.015). CONCLUSIONS Reduction of miR-193b was found in ovarian cancer and its lower expression was associated with poorer prognosis. Tissue miR-193b showed potential as novel biomarker for ovarian cancer."	0
"Title: MicroRNA-183 correlates cancer prognosis, regulates cancer proliferation and bufalin sensitivity in epithelial ovarian caner. Abstract: Background we intended to explore the functional implication of microRNA-183 (miR-183) in predicting clinical prognosis and regulating cancer proliferation and bufalin sensitivity in epithelial ovarian cancer (EOC). Methods In 75 EOC patients, miR-183 expression was examined, by quantitative RT-PCR (qRT-PCR), between paired EOC tumors and adjacent normal tissues, and between tumor samples from patients at early clinical stages and those at advanced clinical stages. The association of serum miR-183 and patients' clinicopathological variables were examined. The overall survival (OS) was estimated by Kaplan-Meier model. And the possibility of miR-183 as a prognostic biomarker for EOC was examined by cox proportional hazard regression model. In EOC cell lines SKOV3 and ES-2 cells, lentiviral transduction was conducted to genetically suppress miR-183. The effect of miR-183 downregulation on EOC in vitro growth, bufalin sensitivity and in vivo tumorigenicity were examined. Results MiR-183 was highly expressed in EOC tumors, as well ass in patients at advanced clinical stages. Serum miR-183 was significantly associated with major clinicopathological variables in EOC patients, such as clinical stage and lymph node metastases. High level of serum miR-183 was associated with poor OS in EOC patients, and proved to be a potential biomarker for EOC. In EOC cell lines, functional assays demonstrated that miR-183 downregulation inhibited cancer proliferation, enhanced bufalin sensitivity and reduced tumorigenicity in vivo. Conclusion MiR-183 may be a prognostic biomarker for EOC, and inhibiting miR-183 may have therapeutic effect to inhibit tumor growth in EOC."	0
"Title: miR-21 Is a Promising Novel Biomarker for Lymph Node Metastasis in Patients with Gastric Cancer. Abstract: Background. Gastric cancer (GC) is an important malignant disease around the world. Abnormalities of microRNAs (miRNAs) have been implicated in carcinogenesis of various cancers. In the present study, we examined miR-21 expression in human gastric cancer with lymph node metastasis and attempted to uncover its relationship with clinicopathologic data, especially with lymph node metastasis. Materials and Methods. The expression levels of miR-21 in the tumor specimens of GC patients were quantified by RT-PCR. The correlation between miR-21 level and multiple clinicopathological factors was then examined by Mann-Whitney test, Kaplan-Meier survival analysis, and operating characteristic (ROC) analysis. Results. The expression level of miR-21 was higher in GC patients with lymph node metastasis than in those without lymph node metastasis (P < 0.05). Expression level of miR-21 was significantly correlated with histologic type, T stage, lymph node metastasis and pTNM stage. The overall survival rates in GC patients with low upregulated miR-21 expression were significantly higher than those with high upregulated miR-21 (P < 0.05). Conclusion. A close association is implicated between the elevated miR-21and lymph node metastasis, which could potentially be exploited as a practical biomarker for lymph node metastasis in patients with GC."	0
"Title: Serum exosomal miRNA-145 and miRNA-200c as promising biomarkers for preoperative diagnosis of ovarian carcinomas. Abstract: Background: Exosomes are extracellular microvesicles that are released by most cells and widely distributed in various body fluids. Malignant cells secrete large amounts of exosomes containing various molecular constituents reflecting the originating tumor. We investigated the difference in microRNA (miRNA) expression in serum exosomes from the patients with benign, borderline and malignant ovarian masses to assess the diagnostic relevance of serum exosomal miRNAs as biomarkers for preoperative diagnosis of ovarian carcinoma.Methods:A total of 68 cases of ovarian masses were enrolled, comprising benign ovarian cysts (benign; n=10), borderline ovarian tumors (BOT, n=10), high-grade serous ovarian carcinomas (HGSOC, n=39) and non-HGSOCs (n=9). Exosomal RNA was extracted from the serum, and expression levels of seven miRNAs (miRNA-21, -93, -141, -145, -200a, -200b and -200c), which were reportedly dysregulated in serous ovarian cancer in previous studies, were quantified by real-time PCR, and compared between the four groups.Results:MiR-93, -145, and -200c, showed significantly higher expression in serum exosomes of the cancer group (HGSOC and non-HGSOC) than of the non-cancer group (benign and BOT; all p<0.05). The remaining three miRs (miR-141, -200a, and -200b) were expressed at extremely low levels, and not appropriate as serological biomarkers. To test discrimination of cancer from non-cancer, the area under the receiver operating characteristic curves determined for cancer antigen 125 (CA125), miR-145, miR-200c, miR-21, and miR-93 were 0.801 (p<0.001), 0.910 (p<0.001), 0.802 (p<0.001), 0.585 (p=0.303), and 0.755 (p=0.002), respectively. MiR-145 showed superior sensitivity (91.6%), and miR-200c showed superior specificity (90.0%), compared with CA125.Conclusion:Expression of exosomal miR-93, miR-145 and miR-200c was significantly elevated in the serum of ovarian cancer patients. Serum exosomal miR-145 in particular appeared to be the most promising biomarker for preoperative diagnosis of ovarian cancer."	0
"Title: Evaluation Analysis of miRNAs Overexpression in Liquid-Based Cytology Endometrial Samples. Abstract: Background:miRNAs have an important role as their deregulation is linked to endometrial cancer.Methods: A custom miScript® miRNA PCR Array was used to investigate for the first time the expression of eight miRNAs in forty-nine histologically confirmed Liquid Based cytology endometrial samples. The expression profile of the same miRNAs was also examined in sixty formalin-fixed tissue samples.Results:Expression of seven miRNAs was significantly higher in malignant samples with three of them (mir-182, mir-141 and mir-205) performing optimally.Conclusion:These results suggest the potential use of this non-invasive method of sampling for miRNA expression studies. Furthermore miRNA overexpression could serve as an ancillary or reflex test for optimal identification of malignant samples especially in morphologically inadequate samples."	0
"Title: MiR-29c suppresses invasion and metastasis by targeting TIAM1 in nasopharyngeal carcinoma. Abstract: Based on microarray analysis, we previously reported that miR-29c is significantly downregulated in nasopharyngeal carcinoma (NPC). However, little is known about the effect and molecular mechanisms of action of miR-29c deregulation during the development and progression of NPC. Quantitative RT-PCR demonstrated that miR-29c was significantly downregulated in NPC cell lines and clinical specimens. Wound healing, Transwell migration and lung metastasis assays demonstrated that ectopic expression of miR-29c inhibited NPC cell migration and invasion in vitro and suppressed the formation of lung metastases in vivo. T cell lymphoma invasion and metastasis 1 (TIAM1) was confirmed as a miR-29c target gene using luciferase reporter assays, quantitative RT-PCR and Western blotting. Ectopic expression of TIAM1 significantly promoted the migration and invasion of SUNE-1 cell line stably overexpressing miR-29c. The prognostic value of TIAM1 was analyzed in 217 NPC patients using immunohistochemistry. Strikingly, patients with high TIAM1 expression had poorer overall, disease-free and distant metastasis-free survival than patients with low TIAM1 expression. Furthermore, multivariate Cox regression analysis revealed that TIAM1 could serve as an independent prognostic factor in NPC. The newly identified miR-29c/TIAM1 pathway further elucidates the molecular mechanisms regulating invasion and metastasis in NPC, and may provide novel prognostic and treatment strategies for NPC patients."	0
"Title: Effects of microRNA-29 on apoptosis, tumorigenicity, and prognosis of hepatocellular carcinoma. Abstract: Based on microarray data, we have previously shown a significant down-regulation of miR-29 in hepatocellular carcinoma (HCC) tissues. To date, the role of miR-29 deregulation in hepatocarcinogenesis and the signaling pathways by which miR-29 exerts its function and modulates the malignant phenotypes of HCC cells remain largely unknown. In this study, we confirmed that reduced expression of miR-29 was a frequent event in HCC tissues using both Northern blot and real-time quantitative reverse-transcription polymerase chain reaction. More interestingly, we found that miR-29 down-regulation was significantly associated with worse disease-free survival of HCC patients. Both gain- and loss-of-function studies revealed that miR-29 could sensitize HCC cells to apoptosis that was triggered by either serum starvation and hypoxia or chemotherapeutic drugs, which mimicked the tumor growth environment in vivo and the clinical treatment. Moreover, introduction of miR-29 dramatically repressed the ability of HCC cells to form tumor in nude mice. Subsequent investigation characterized two antiapoptotic molecules, Bcl-2 and Mcl-1, as direct targets of miR-29. Furthermore, silencing of Bcl-2 and Mcl-1 phenocopied the proapoptotic effect of miR-29, whereas overexpression of these proteins attenuated the effect of miR-29. In addition, enhanced expression of miR-29 resulted in the loss of mitochondrial potential and the release of cytochrome c to cytoplasm, suggesting that miR-29 may promote apoptosis through a mitochondrial pathway that involves Mcl-1 and Bcl-2. Our data highlight an important role of miR-29 in the regulation of apoptosis and in the molecular etiology of HCC, and implicate the potential application of miR-29 in prognosis prediction and in cancer therapy."	0
"Title: Let-7b-mediated suppression of basigin expression and metastasis in mouse melanoma cells. Abstract: Basigin (Bsg), also called extracellular matrix metalloproteinase inducer (EMMPRIN), is highly expressed on the surface of tumor cells and stimulates adjacent fibroblasts or tumor cells to produce matrix metalloproteinases (mmps). It has been shown that Bsg plays an important role in growth, development, cell differentiation, and tumor progression. MicroRNAs (miRNAs) are a class of short endogenous non-protein coding RNAs of 20-25 nucleotides (nt) that function as post-transcriptional regulators of gene expression by base-pairing to their target mRNAs and thereby mediate cleavage of target mRNAs or translational repression. In this study, let-7b, one of the let-7 family members, was investigated for its effect on the growth and invasiveness of the mouse melanoma cell line B16-F10. We have shown that let-7b can suppress the expression of Bsg in B16-F10 cells and also provided evidence that this suppression could result in the indirect suppression of mmp-9. The ability of B16-F10 cells transfected with let-7b to invade or migrate was significantly reduced. In addition, let-7b transfected B16-F10 cells displayed an inhibition of both cellular proliferation and colony formation. Furthermore, it was shown that the overexpression of let-7b in B16-F10 cells could reduce lung metastasis. Taken together, the present study identifies let-7b as a tumor suppressor that represses cancer cell proliferation and migration as well as tumor metastasis in mouse melanoma cells."	0
"Title: Role of miR-15/16 in CLL. Abstract: B-cell chronic lymphocytic leukemia (CLL) is the most common adult leukemia. The most common chromosomal abnormalities detectable by cytogenetics include deletion at 13q (55%), 11q (18%), trisomy 12 (12-16%) and 17p (8%). In 2002, we discovered that a microRNA cluster miR-15a/miR-16-1 (miR-15/16) is the target of 13q deletions in CLL. MicroRNAs encoded by the miR-15/16 locus (miR-15 and miR-16) function as tumor suppressors. Expression of these miRNAs downregulated in CLL, melanoma, colorectal cancer, bladder cancer and other solid tumors. miR-15/16 cluster targets multiple oncogenes, including BCL2, Cyclin D1, MCL1 and others. The most important target of miR-15/16 in CLL is arguably BCL2, as BCL2 is overexpressed in almost all CLLs. In this review, we discuss the discovery, functions, clinical relevance and treatment opportunities related to miR-15/16."	0
"Title: TCL1 targeting miR-3676 is codeleted with tumor protein p53 in chronic lymphocytic leukemia. Abstract: B-cell chronic lymphocytic leukemia (CLL) is the most common human leukemia and dysregulation of the T-cell leukemia/lymphoma 1 (TCL1) oncogene is a contributing event in the pathogenesis of the aggressive form of this disease based on transgenic mouse studies. To determine a role of microRNAs on the pathogenesis of the aggressive form of CLL we studied regulation of TCL1 expression in CLL by microRNAs. We identified miR-3676 as a regulator of TCL1 expression. We demonstrated that miR-3676 targets three consecutive 28-bp repeats within 3'UTR of TCL1 and showed that miR-3676 is a powerful inhibitor of TCL1. We further showed that miR-3676 expression is significantly down-regulated in four groups of CLL carrying the 11q deletions, 13q deletions, 17p deletions, or a normal karyotype compared with normal CD19(+) cord blood and peripheral blood B cells. In addition, the sequencing of 539 CLL samples revealed five germ-line mutations in six samples (1%) in miR-3676. Two of these mutations were loss-of-function mutations. Because miR-3676 is located at 17p13, only 500-kb centromeric of tumor protein p53 (Tp53), and is codeleted with Tp53, we propose that loss of miR-3676 causes high levels of TCL1 expression contributing to CLL progression."	0
